#     ,                 ,     ,    ,              ,                  ,     East      ,   North     ,Elevation ,              x  ,             y ,              z
0,Tile011MWA       ,4.0,m   ,+116.40.09.5  ,-26.32.48.3       ,-150.2945,264.8303,376.9023,-2559524.236820,5095846.673635,-2848988.727582
1,Tile012MWA       ,4.0,m   ,+116.40.11.5  ,-26.32.48.2       ,-95.8788,269.2028,377.1872,-2559573.858688,5095824.221621,-2848984.943231
2,Tile013MWA       ,4.0,m   ,+116.40.11.7  ,-26.32.48.3       ,-89.0264,265.0359,377.1997,-2559579.151637,5095819.491419,-2848988.676573
3,Tile014MWA       ,4.0,m   ,+116.40.12.1  ,-26.32.48.6       ,-79.2132,257.4464,377.1608,-2559586.383262,5095812.024073,-2848995.448970
4,Tile015MWA       ,4.0,m   ,+116.40.11.8  ,-26.32.48.9       ,-87.4547,247.4679,377.1817,-2559577.024627,5095811.754785,-2849004.385238
5,Tile016MWA       ,4.0,m   ,+116.40.11.2  ,-26.32.49.0       ,-102.8385,243.1045,377.0890,-2559562.363870,5095816.843498,-2849008.247400
6,Tile017MWA       ,4.0,m   ,+116.40.11.5  ,-26.32.49.1       ,-93.8602,241.2956,377.0959,-2559570.027427,5095812.096312,-2849009.868843
7,Tile018MWA       ,4.0,m   ,+116.40.09.6  ,-26.32.49.8       ,-148.8402,219.2896,376.9810,-2559516.432104,5095827.894447,-2849029.504432
8,Tile021MWA       ,4.0,m   ,+116.40.10.1  ,-26.32.47.8       ,-133.4497,281.6261,376.9389,-2559542.674878,5095845.849874,-2848973.718031
9,Tile022MWA       ,4.0,m   ,+116.40.09.9  ,-26.32.48.0       ,-140.3772,274.5136,376.9355,-2559535.055682,5095846.116089,-2848980.079588
10,Tile023MWA       ,4.0,m   ,+116.40.10.4  ,-26.32.47.7       ,-124.1784,283.8687,376.9928,-2559551.432002,5095842.627006,-2848971.735805
11,Tile024MWA       ,4.0,m   ,+116.40.11.6  ,-26.32.47.8       ,-93.4029,280.3721,377.1867,-2559578.311868,5095827.570889,-2848974.950618
12,Tile025MWA       ,4.0,m   ,+116.40.12.1  ,-26.32.47.8       ,-78.3502,281.8529,377.1895,-2559592.062447,5095821.407591,-2848973.627132
13,Tile026MWA       ,4.0,m   ,+116.40.11.9  ,-26.32.48.0       ,-83.9907,276.5772,377.2222,-2559585.976292,5095821.858530,-2848978.361542
14,Tile027MWA       ,4.0,m   ,+116.40.12.1  ,-26.32.48.1       ,-77.5033,271.6515,377.2066,-2559590.779570,5095816.966647,-2848982.761266
15,Tile028MWA       ,4.0,m   ,+116.40.08.5  ,-26.32.47.6       ,-176.5131,288.9192,376.5808,-2559505.509058,5095867.806684,-2848967.033412
16,Tile031MWA       ,4.0,m   ,+116.40.14.1  ,-26.32.50.4       ,-24.1397,200.5661,376.5193,-2559623.932032,5095764.070977,-2849046.048525
17,Tile032MWA       ,4.0,m   ,+116.40.14.1  ,-26.32.49.8       ,-24.3217,221.3716,376.6430,-2559627.993171,5095772.561378,-2849027.490811
18,Tile033MWA       ,4.0,m   ,+116.40.13.5  ,-26.32.49.3       ,-41.0073,234.1876,376.7670,-2559615.702620,5095785.269374,-2849016.080791
19,Tile034MWA       ,4.0,m   ,+116.40.12.9  ,-26.32.49.3       ,-55.0442,236.5350,376.9355,-2559603.696822,5095792.642699,-2849014.056002
20,Tile035MWA       ,4.0,m   ,+116.40.12.6  ,-26.32.48.8       ,-65.3674,249.8289,377.0879,-2559597.199506,5095802.708102,-2849002.231117
21,Tile036MWA       ,4.0,m   ,+116.40.12.4  ,-26.32.48.6       ,-70.5909,258.4174,377.1384,-2559594.274614,5095808.523483,-2848994.570293
22,Tile037MWA       ,4.0,m   ,+116.40.12.7  ,-26.32.48.4       ,-60.5737,262.6913,377.0640,-2559604.054303,5095805.674367,-2848990.713501
23,Tile038MWA       ,4.0,m   ,+116.40.13.1  ,-26.32.48.4       ,-51.1934,263.5614,376.9863,-2559612.580577,5095801.749076,-2848989.900351
24,Tile041MWA       ,4.0,m   ,+116.40.12.5  ,-26.32.48.2       ,-68.5060,270.1177,377.1403,-2559598.485903,5095812.262278,-2848984.103788
25,Tile042MWA       ,4.0,m   ,+116.40.12.7  ,-26.32.48.1       ,-60.5747,270.9197,377.1105,-2559605.722883,5095808.998410,-2848983.372951
26,Tile043MWA       ,4.0,m   ,+116.40.12.4  ,-26.32.47.9       ,-71.4007,277.8322,377.1775,-2559597.461514,5095816.672548,-2848977.218832
27,Tile044MWA       ,4.0,m   ,+116.40.13.3  ,-26.32.48.1       ,-46.0578,272.2599,376.9760,-2559618.911117,5095802.909727,-2848982.113859
28,Tile045MWA       ,4.0,m   ,+116.40.13.0  ,-26.32.48.0       ,-53.6732,275.2827,377.0083,-2559612.724839,5095807.561334,-2848979.424045
29,Tile046MWA       ,4.0,m   ,+116.40.14.1  ,-26.32.48.4       ,-23.1787,262.7098,376.8318,-2559637.383766,5095788.709790,-2848990.593165
30,Tile047MWA       ,4.0,m   ,+116.40.12.9  ,-26.32.47.7       ,-55.6140,283.2989,377.1213,-2559612.643930,5095811.724515,-2848972.302991
31,Tile048MWA       ,4.0,m   ,+116.40.14.4  ,-26.32.48.1       ,-15.4203,272.8852,376.8216,-2559646.354537,5095789.282975,-2848981.485413
32,Tile051MWA       ,4.0,m   ,+116.40.12.9  ,-26.32.52.9       ,-56.0777,123.8260,376.3090,-2559579.909699,5095747.588550,-2849114.607426
33,Tile052MWA       ,4.0,m   ,+116.40.21.3  ,-26.32.58.3       ,176.9357,-44.3355,374.0597,-2559753.499127,5095574.022646,-2849264.040492
34,Tile053MWA       ,4.0,m   ,+116.40.14.1  ,-26.32.54.5       ,-22.2301,76.0341,375.7275,-2559600.336068,5095712.840826,-2849157.102651
35,Tile054MWA       ,4.0,m   ,+116.40.18.2  ,-26.32.59.6       ,91.2827,-81.5242,374.7132,-2559669.756822,5095598.141003,-2849297.601500
36,Tile055MWA       ,4.0,m   ,+116.40.20.5  ,-26.33.05.4       ,-153.1726,260.8783,374.9525,-2559689.170902,5095498.906952,-2849458.157233
37,Tile056MWA       ,4.0,m   ,+116.40.12.5  ,-26.32.57.7       ,-68.0996,-23.3251,375.2840,-2559539.231510,5095693.389398,-2849245.791703
38,Tile057MWA       ,4.0,m   ,+116.40.10.6  ,-26.32.58.2       ,-118.5519,-40.8353,375.1167,-2559490.564110,5095708.908146,-2849261.381593
39,Tile058MWA       ,4.0,m   ,+116.40.11.8  ,-26.32.52.9       ,-88.0315,124.2215,376.5385,-2559551.525113,5095762.273464,-2849114.356119
40,Tile061MWA       ,4.0,m   ,+116.40.11.1  ,-26.32.49.9       ,-105.7945,216.1983,377.0127,-2559554.293674,5095807.362834,-2849032.284197
41,Tile062MWA       ,4.0,m   ,+116.40.11.4  ,-26.32.49.5       ,-99.0439,229.1794,377.0530,-2559562.946928,5095809.549577,-2849020.689028
42,Tile063MWA       ,4.0,m   ,+116.40.12.0  ,-26.32.49.5       ,-82.3602,228.3543,377.0605,-2559577.694239,5095801.736968,-2849021.430520
43,Tile064MWA       ,4.0,m   ,+116.40.12.0  ,-26.32.49.2       ,-80.0563,237.1447,377.0844,-2559581.526295,5095804.232880,-2849013.577120
44,Tile065MWA       ,4.0,m   ,+116.40.12.2  ,-26.32.49.0       ,-75.6356,246.0182,377.0936,-2559587.260831,5095805.799913,-2849005.642846
45,Tile066MWA       ,4.0,m   ,+116.40.12.3  ,-26.32.49.3       ,-71.5330,234.9459,377.0474,-2559588.687371,5095799.499009,-2849015.527672
46,Tile067MWA       ,4.0,m   ,+116.40.12.7  ,-26.32.49.5       ,-63.0837,228.0044,376.9993,-2559594.826407,5095792.895328,-2849021.716235
47,Tile068MWA       ,4.0,m   ,+116.40.13.1  ,-26.32.49.8       ,-51.2086,220.9031,376.8479,-2559603.953357,5095784.607391,-2849028.001466
48,Tile071MWA       ,4.0,m   ,+116.40.07.8  ,-26.32.50.8       ,-196.4870,188.8163,376.8463,-2559467.683618,5095837.002638,-2849056.706217
49,Tile072MWA       ,4.0,m   ,+116.40.07.7  ,-26.32.53.9       ,-198.7023,94.1777,376.4526,-2559446.559749,5095799.881604,-2849141.195311
50,Tile073MWA       ,4.0,m   ,+116.40.04.6  ,-26.33.03.3       ,-284.9662,-197.1278,373.5513,-2559309.860531,5095719.920945,-2849400.500501
51,Tile074MWA       ,4.0,m   ,+116.40.00.9  ,-26.32.58.4       ,-388.6521,-44.9768,374.4343,-2559248.078947,5095827.942514,-2849264.781621
52,Tile075MWA       ,4.0,m   ,+116.39.58.5  ,-26.32.57.5       ,-453.1815,-16.8867,374.2530,-2559195.972418,5095867.980478,-2849239.571151
53,Tile076MWA       ,4.0,m   ,+116.39.58.0  ,-26.32.51.0       ,-469.3042,184.2223,374.4390,-2559221.980986,5095955.695821,-2849059.740221
54,Tile077MWA       ,4.0,m   ,+116.40.01.7  ,-26.32.51.0       ,-365.0188,182.1273,375.4135,-2559315.151644,5095908.831535,-2849062.049939
55,Tile078MWA       ,4.0,m   ,+116.40.01.5  ,-26.32.48.3       ,-370.1000,265.5096,375.1421,-2559327.227943,5095944.199496,-2848987.333195
56,Tile081MWA       ,4.0,m   ,+116.40.09.1  ,-26.32.38.4       ,-160.9698,572.2103,375.5119,-2559575.798858,5095973.116976,-2848713.113813
57,Tile082MWA       ,4.0,m   ,+116.40.10.3  ,-26.32.45.6       ,-128.5564,349.5060,376.6928,-2559560.566450,5095870.567665,-2848912.880940
58,Tile083MWA       ,4.0,m   ,+116.40.12.4  ,-26.32.47.4       ,-70.2868,293.0444,377.1591,-2559601.501472,5095822.233498,-2848963.601382
59,Tile084MWA       ,4.0,m   ,+116.40.12.1  ,-26.32.47.3       ,-79.2460,296.2722,377.1720,-2559594.147538,5095827.554760,-2848960.719477
60,Tile085MWA       ,4.0,m   ,+116.40.11.2  ,-26.32.47.2       ,-104.4539,299.9276,377.0364,-2559572.298559,5095840.221737,-2848957.388680
61,Tile086MWA       ,4.0,m   ,+116.40.11.3  ,-26.32.47.6       ,-100.6853,287.9100,377.1104,-2559573.285352,5095833.789481,-2848968.173004
62,Tile087MWA       ,4.0,m   ,+116.40.00.6  ,-26.32.44.9       ,-395.9388,370.1738,374.7055,-2559324.955227,5095997.251436,-2848893.502740
63,Tile088MWA       ,4.0,m   ,+116.40.05.4  ,-26.32.44.4       ,-264.0449,388.2890,375.5555,-2559446.804465,5095945.965282,-2848877.676186
64,Tile091MWA       ,4.0,m   ,+116.40.26.7  ,-26.32.50.4       ,325.5952,202.6399,373.6732,-2559935.747610,5095605.620831,-2849042.921256
65,Tile092MWA       ,4.0,m   ,+116.40.21.2  ,-26.32.50.7       ,172.8907,192.6215,374.7270,-2559797.696769,5095671.016461,-2849052.354792
66,Tile093MWA       ,4.0,m   ,+116.40.14.8  ,-26.32.47.5       ,-3.0363,291.8551,376.8554,-2559661.241126,5095791.327379,-2848964.529660
67,Tile094MWA       ,4.0,m   ,+116.40.13.2  ,-26.32.47.6       ,-47.0717,286.4829,377.0639,-2559620.893717,5095809.115733,-2848969.428926
68,Tile095MWA       ,4.0,m   ,+116.40.12.9  ,-26.32.47.4       ,-56.6579,294.9353,377.1281,-2559614.048244,5095816.846101,-2848961.895906
69,Tile096MWA       ,4.0,m   ,+116.40.13.7  ,-26.32.45.6       ,-34.2236,350.0582,377.0991,-2559645.144141,5095828.767985,-2848912.568460
70,Tile097MWA       ,4.0,m   ,+116.40.16.7  ,-26.32.39.6       ,49.6004,535.1598,376.8152,-2559757.075686,5095864.836940,-2848746.843158
71,Tile098MWA       ,4.0,m   ,+116.40.18.0  ,-26.32.40.1       ,84.3500,518.1427,376.9013,-2559784.751663,5095842.510034,-2848762.105878
72,Tile101MWA       ,4.0,m   ,+116.39.56.2  ,-26.32.36.5       ,-518.5115,631.5181,373.5271,-2559267.355018,5096155.701429,-2848659.167301
73,Tile102MWA       ,4.0,m   ,+116.39.57.2  ,-26.32.37.4       ,-490.4126,603.5829,373.7500,-2559286.954728,5096132.111372,-2848684.259065
74,Tile103MWA       ,4.0,m   ,+116.39.54.1  ,-26.32.43.5       ,-576.0261,414.0371,373.6989,-2559172.401845,5096094.793898,-2848853.811456
75,Tile104MWA       ,4.0,m   ,+116.39.53.7  ,-26.33.00.2       ,-586.1668,-102.4733,374.1353,-2559059.908493,5095893.382915,-2849316.084225
76,Tile105MWA       ,4.0,m   ,+116.39.51.3  ,-26.32.52.3       ,-653.9429,141.3019,374.0486,-2559048.201775,5096021.107332,-2849097.962995
77,Tile106MWA       ,4.0,m   ,+116.39.50.1  ,-26.32.50.1       ,-685.4969,211.2128,374.0160,-2559034.011015,5096063.167155,-2849035.404982
78,Tile107MWA       ,4.0,m   ,+116.39.35.9  ,-26.32.54.1  ,-1080.0504,86.0903,376.5039,-2558657.288923,5096192.235410,-2849148.453265
79,Tile108MWA       ,4.0,m   ,+116.39.37.8  ,-26.32.38.4  ,-1026.485,573.5725,374.8621,-2558802.266040,5096361.599810,-2848711.604749
80,Tile111MWA       ,4.0,m   ,+116.40.02.8  ,-26.32.03.2       ,-334.2164,1659.6788,374.9304,-2559638.818728,5096484.647569,-2847739.915253
81,Tile112MWA       ,4.0,m   ,+116.40.06.7  ,-26.32.27.9       ,-227.6431,897.1160,375.3467,-2559581.314374,5096132.663525,-2848422.361325
82,Tile113MWA       ,4.0,m   ,+116.40.08.6  ,-26.32.31.7       ,-174.2176,780.6299,375.5392,-2559605.775763,5096062.318571,-2848526.663070
83,Tile114MWA       ,4.0,m   ,+116.40.05.6  ,-26.32.28.1       ,-257.4404,890.9935,375.1285,-2559553.367947,5096143.419711,-2848427.741422
84,Tile115MWA       ,4.0,m   ,+116.40.07.9  ,-26.32.32.3       ,-195.5164,761.8868,375.3631,-2559582.910462,5096064.253617,-2848543.353092
85,Tile116MWA       ,4.0,m   ,+116.40.05.9  ,-26.32.33.3       ,-250.1395,730.7065,374.9815,-2559527.685278,5096076.016124,-2848571.078183
86,Tile117MWA       ,4.0,m   ,+116.40.04.0  ,-26.32.34.2       ,-301.1833,703.3271,374.6239,-2559476.431074,5096087.708413,-2848595.413488
87,Tile118MWA       ,4.0,m   ,+116.39.42.7  ,-26.32.21.7       ,-889.8647,187.1534,372.6326,-2559026.463023,5096503.610654,-2848251.127132
88,Tile121MWA       ,4.0,m   ,+116.40.40.8  ,-26.32.11.5       ,715.7502,1404.2304,377.7471,-2560527.121061,5095913.508010,-2847969.726241
89,Tile122MWA       ,4.0,m   ,+116.40.25.3  ,-26.32.36.9       ,287.5136,617.2667,376.0028,-2559985.839491,5095790.169230,-2848673.023638
90,Tile123MWA       ,4.0,m   ,+116.40.23.5  ,-26.32.32.1       ,237.7601,767.4024,377.0921,-2559971.932365,5095873.331652,-2848539.191133
91,Tile124MWA       ,4.0,m   ,+116.40.23.2  ,-26.32.30.4       ,227.3284,818.7101,377.1792,-2559972.937221,5095898.573008,-2848493.327095
92,Tile125MWA       ,4.0,m   ,+116.40.17.1  ,-26.32.30.6       ,60.9140,814.2388,377.4158,-2559823.410905,5095971.687083,-2848497.433151
93,Tile126MWA       ,4.0,m   ,+116.40.12.8  ,-26.32.30.7       ,-59.3883,809.5164,376.5715,-2559714.609332,5096023.132302,-2848501.280762
94,Tile127MWA       ,4.0,m   ,+116.40.16.2  ,-26.32.26.2       ,34.6978,949.2164,378.0715,-2559827.319189,5096037.879646,-2848376.966263
95,Tile128MWA       ,4.0,m   ,+116.40.15.0  ,-26.32.11.2       ,0.4933,1411.3125,376.8075,-2559888.922349,5096236.731935,-2847962.970097
96,Tile131MWA       ,4.0,m   ,+116.40.45.3  ,-26.32.24.9       ,839.3070,989.2366,374.6615,-2560553.046315,5095689.869625,-2848339.637573
97,Tile132MWA       ,4.0,m   ,+116.40.57.5  ,-26.32.29.2       ,1176.6204,857.6782,373.7677,-2560827.725997,5095485.145538,-2848456.939388
98,Tile133MWA       ,4.0,m   ,+116.41.02.4  ,-26.32.39.0       ,1312.9552,552.4554,371.1711,-2560887.259717,5095299.965529,-2848728.847512
99,Tile134MWA       ,4.0,m   ,+116.40.35.0  ,-26.32.49.0       ,555.5574,243.5268,372.1396,-2560148.837787,5095517.479180,-2849005.657569
100,Tile135MWA       ,4.0,m   ,+116.40.35.6  ,-26.32.45.3       ,570.9701,358.2447,372.6801,-2560185.847189,5095556.806480,-2848903.269642
101,Tile136MWA       ,4.0,m   ,+116.40.32.6  ,-26.32.43.2       ,488.2906,424.0060,373.3122,-2560125.410614,5095620.696432,-2848844.720116
102,Tile137MWA       ,4.0,m   ,+116.40.34.0  ,-26.32.39.5       ,528.0233,538.2149,373.4533,-2560183.889494,5095648.579524,-2848742.607614
103,Tile138MWA       ,4.0,m   ,+116.40.28.7  ,-26.32.35.8       ,380.5056,651.8685,375.2213,-2560075.571743,5095761.612162,-2848641.717990
104,Tile141MWA       ,4.0,m   ,+116.40.54.7  ,-26.32.52.0       ,1100.3418,150.8517,368.7390,-2560615.693191,5095233.125981,-2849087.046501
105,Tile142MWA       ,4.0,m   ,+116.40.58.4  ,-26.33.11.3       ,-1200.5813,444.1109,366.4327,-2560584.910278,5094948.635052,-2849618.264733
106,Tile143MWA       ,4.0,m   ,+116.40.33.0  ,-26.33.05.5       ,-498.0888,265.5255,371.7018,-2559995.152929,5095339.608285,-2849460.861540
107,Tile144MWA       ,4.0,m   ,+116.40.25.8  ,-26.32.58.5       ,300.6550,-49.9068,373.6624,-2559862.781009,5095515.938905,-2849268.846990
108,Tile145MWA       ,4.0,m   ,+116.40.28.3  ,-26.32.58.2       ,370.1060,-39.3679,373.4163,-2559926.859922,5095488.772338,-2849259.308879
109,Tile146MWA       ,4.0,m   ,+116.40.34.6  ,-26.32.59.9       ,543.7747,-92.0913,371.7594,-2560070.806705,5095388.418751,-2849305.734601
110,Tile147MWA       ,4.0,m   ,+116.40.33.2  ,-26.32.57.0       ,506.2421,-4.1623,371.9833,-2560055.002651,5095440.569246,-2849227.173338
111,Tile148MWA       ,4.0,m   ,+116.40.33.9  ,-26.32.54.5       ,523.1719,74.5440,372.0069,-2560085.934979,5095464.423128,-2849156.772740
112,Tile151MWA       ,4.0,m   ,+116.40.38.6  ,-26.33.30.5       ,653.2680,-138.6216,367.5655,-2559976.978388,5094957.786981,-2850150.591178
113,Tile152MWA       ,4.0,m   ,+116.40.30.9  ,-26.33.24.0       ,-442.4719,836.2020,369.2423,-2559829.929152,5095134.635220,-2849970.269051
114,Tile153MWA       ,4.0,m   ,+116.40.12.8  ,-26.33.13.3       ,-59.3214,-506.2575,370.7424,-2559448.351912,5095492.903131,-2849675.785761
115,Tile154MWA       ,4.0,m   ,+116.40.16.3  ,-26.33.10.1       ,-36.5425,405.9847,372.1259,-2559554.694806,5095491.036267,-2849586.703036
116,Tile155MWA       ,4.0,m   ,+116.40.23.3  ,-26.33.08.5       ,-232.3134,358.8298,373.4821,-2559739.645846,5095423.076424,-2849545.125591
117,Tile156MWA       ,4.0,m   ,+116.40.24.2  ,-26.33.08.8       ,-257.4548,367.3907,373.4195,-2559760.369307,5095408.320223,-2849552.756007
118,Tile157MWA       ,4.0,m   ,+116.40.26.7  ,-26.33.07.3       ,-325.1556,319.4466,373.3570,-2559830.463407,5095397.029763,-2849509.838270
119,Tile158MWA       ,4.0,m   ,+116.40.26.7  ,-26.33.06.9       ,-325.5683,307.2466,373.4883,-2559833.333200,5095401.822803,-2849498.983061
120,Tile161MWA       ,4.0,m   ,+116.40.00.0  ,-26.33.10.2       ,-412.9677 ,-409.9877,372.0636,-2559152.166955,5095691.148279,-2849590.256149
121,Tile162MWA       ,4.0,m   ,+116.40.09.8  ,-26.33.10.5       ,-142.4159 ,-421.1926,371.5564,-2559391.492360,5095564.834283,-2849600.053092
122,Tile163MWA       ,4.0,m   ,+116.39.57.5  ,-26.33.23.4       ,-480.7942 ,-818.2286,372.7601,-2559009.921992,5095559.043314,-2849955.763729
123,Tile164MWA       ,4.0,m   ,+116.39.54.1  ,-26.33.24.9       ,-576.0599 ,-864.6793,372.4511,-2558915.344664,5095582.989805,-2849997.177801
124,Tile165MWA       ,4.0,m   ,+116.39.50.5  ,-26.33.17.6       ,-674.5369 ,-639.7769,372.8574,-2558872.628767,5095717.366965,-2849796.172804
125,Tile166MWA       ,4.0,m   ,+116.39.52.1  ,-26.33.04.9       ,-631.8996 ,-246.04,374.0892,-2558990.218669,5095856.519146,-2849444.497259
126,Tile167MWA       ,4.0,m   ,+116.39.52.0  ,-26.33.02.4       ,-633.7298 ,-170.2998,374.3628,-2559003.886928,5095887.815817,-2849376.863170
127,Tile168MWA       ,4.0,m   ,+116.39.54.4  ,-26.33.05.3       ,-569.0397 ,-258.5944,373.7520,-2559043.741573,5095823.023550,-2849455.577517